Name,Actors,Score,About,Genre,Crew,Image,Voted,Type
 قافله,"[' جمشید هاشم پور', ' کتایون ریاحی', ' حسن رضایی', ' منوچهر حامدی', ' کاظم هژیرآزاد', ' ناصر گیتی جاه']",0.91,,"['اکشن', 'پلیسی معمایی']","[' مجید جوانمرد', ' مجید جوانمرد', ' عبدالله علیخانی', ' یدالله شهیدی', ' علیرضا زرین دست', ' مهرداد جنابی']",https://static.cdn.asset.filimo.com/flmt/mov_279_950-m.jpg,2523,فیلم
 رویای نیمه شب پاییز,"[' امیر جعفری', ' پانته آ بهرام', ' سعید چنگیزیان', ' مسعود حجازی مهر']",0.84,این نمایش پیشنهادی است درباره اینکه چگونه می توان متن یک تعزیه را در دروره امروزی وارد جهان نمایش کرد و آن را با مسائل روز پیوند داد...,['فیلم تئاتر'],"[' کیومرث مرادی', ' نغمه ثمینی', ' حیدر ساجدی']",https://static.cdn.asset.filimo.com/flmt/mov_25733_16999-m.jpg,253,فیلم
 خوش خیال,"[' افسانه بایگان', ' رضا رویگری', ' داوود موثقی', ' حسین محب اهری', ' حسین عرفانی', ' شهلا ناظریان', ' فرخ لقا هوشمند', ' زهره حمیدی', ' سعید شیخ زاده']",0.76,مهدی با آرزوهای دور و درازش، پس از مرگ همسرش، به همراه پسرش محمد در یك متل واقع در شمال زندگی می كند. با عقب افتادن پرداخت اجاره، برای مهدی اخطاریه می آید. مهدی با برادر ثروتمندش علی تماس مس گیرد. اما....,"['کمدی', 'اکشن']","[' مهران تأییدی', ' مهران تأییدی', ' مهران تأییدی', '  جلال قزل ایاق', ' غلامرضا آزادی', ' بابک بیات']",https://static.cdn.asset.filimo.com/flmt/mov_652_146-m.jpg,261,فیلم
 قیچی,"[' عباس غزالی', ' سروش صحت', ' بهزاد دورانی', ' محمدرضا داوودنژاد', ' رابعه مدنی']",0.62,راما برای رهایی از حکمی که ممکن است در آخرین دادگاه علیهش صادر شود، تصمیم می گیرد در اولین فرصتی که به دست می آورد به جنوب کشور بگریزد و به هر نحوی که شده از کشور خارج شود. از همین لحظه سفر پرمخاطره ی او آغاز می شود....,"['خانوادگی', 'اجتماعی']","[' کریم لک زاده', ' احسان فولادی فرد', ' کریم لک زاده', ' رضا عبیات', ' رضا عبیات']",https://static.cdn.asset.filimo.com/flmt/mov_22797_1-m.jpg,1067,فیلم
 سرو زیر آب,"[' بابک حمیدیان', ' مینا ساداتی', ' شهرام حقیقت دوست', ' رضا بهبودی', ' همایون ارشادی', ' مهتاب نصیرپور', ' هومن برق نورد', ' ستاره اسکندری', ' فرخ نعمتی', ' حسین باشه آهنگر', ' محمدهادی قمیشی', ' سیاوش چراغی پور', ' حسین فلاح', ' دنیا مدنی']",0.93,,"['اکشن', 'جنگی']","[' محمدعلی باشه آهنگر', ' محمدعلی باشه آهنگر', ' سیدحامد حسینی', ' بهراد عبدی', ' علیرضا زرین دست']",https://static.cdn.asset.filimo.com/flmt/mov_39631_452-m.jpg,7943,فیلم
 راه دوم,"[' پروانه معصومی', ' ناصر طهماسب', ' منوچهر حامدی', ' نعمت الله گرجی', ' کیومرث ملک مطیعی', ' حسین خانی بیک', ' سیروس گرجستانی', ' ناصر گیتی جاه']",0.81,,"['خانوادگی', 'اجتماعی']","[' حمید رخشانی', ' حمید رخشانی', ' قدرت الله احسانی', ' حمید رخشانی', ' بابک بیات']",https://static.cdn.asset.filimo.com/flmt/mov_4204_961-m.jpg,259,فیلم
 خاله سوسکه,"[' سحر ولدبیگی', ' علی سلیمانی', ' پروین میکده', ' غلامحسین لطفی', ' نادره ترکمانی']",0.89,"در روزی جشن تولد ""ریحانه"" که دختر نوجوان خانواده است، برادرش یک سوسک پلاستیکی در جعبه هدیه تولدش گذاشته و با بازشدن آن، جشن به هم می ریزد. ""ریحانه"" تب می کند و چون به مدرسه نمی رود خانواده اش او را به خانه مادربزرگش می برند. در خانه مادربزرگ ""ریحانه"" از او می خواهد قصه ای برایش تعریف کند. مادربزرگ برای او قصه خاله سوسکه را تعریف می کند که با عمه اش زندگی می کند و...","['خانوادگی', 'کودک']","[' نادره ترکمانی', ' جواد نوروزبیگی', ' نادره ترکمانی']",https://static.cdn.asset.filimo.com/flmt/mov_21664_20026-m.jpg,13095,فیلم
 ماراتن در قفس,"[' حسین شهریاری', ' زهره علیپور', ' داریوش بابائیان', ' بهرام سپهری']",0.84,,"['خانوادگی', 'اجتماعی']","[' نازنین شفیعیان', ' ناصر شهریاری', ' سعید براتی', ' داریوش بابائیان', ' نازنین شفیعیان']",https://static.cdn.asset.filimo.com/flmt/mov_33759_12273-m.jpg,34,فیلم
 سیانور,"[' مهدی هاشمی', ' هانیه توسلی', ' بابک حمیدیان', ' حامد کمیلی', ' پدرام شریفی', ' بهنوش طباطبایی', ' رضا مولایی', ' آتیلا پسیانی', ' فرزین صابونی', ' فریدون محرابی', ' وحید حبیبیان']",0.9,در دهه ۵۰ می گذرد و محور اصلی آن زندگی عاشقانه یک زوج است که در آن دوره زمانی به تصویر کشیده می شود. این فیلم به بخش هایی از زندگی مجید شریف واقفی نیز می پردازد.,['تاریخی | مذهبی'],"[' بهروز شعیبی', ' سید محمود رضوی', ' علیرضا برازنده', ' مسعود احمدیان', ' بهزاد عبدی']",https://static.cdn.asset.filimo.com/flmt/mov_3097_1-m.jpg,5262,فیلم
 جستجو در شهر,"[' پروانه معصومی', ' جمشید گرگین', ' افسر اسدی', ' محمد پورستار']",0.77,پس از انقلاب زنی تحت تاثیر تمایلات خانواده پدری از همسر و پسر خردسال خود جدا می شود و به خارج از كشور مهاجرت می كند. چهار سال بعد پشیمان و سرخورده به كشور باز می گردد و به جستجوی شوهر و فرزند می پردازد، و آن ها را می یابد.,"['خانوادگی', 'اجتماعی']","[' حجت الله سیفی', ' حسن هدایت', ' جمال امید', ' بابک بیات']",https://static.cdn.asset.filimo.com/flmt/mov_165_105-m.jpg,177,فیلم
 شام آخر,"[' کتایون ریاحی', ' محمدرضا گلزار', ' هانیه توسلی', ' ثریا قاسمی', ' آتیلا پسیانی', ' شاهرخ فروتنیان']",0.92,میهن مشرقی استاد دانشکده معماری پس از بیست و شش سال زندگی با شوهرش به سبب ناسازگاری فکری و رفتاری با پادرمیانی دخترش (ستاره) از همسرش جدا می شود. سپس به خانه قدیمی پدریش اسباب کشی می کند و با دخترش و دایه اش (آفاق) زندگی تازه ای را آغاز می کند. زندگی تازه او با آمدن مانی معترف دانشجوی رشته معماری در هم می ریزد و...,"['عاشقانه', 'خانوادگی']","[' فریدون جیرانی', ' یدالله شهیدی', ' محمد آلادپوش', ' فریدون جیرانی', ' نازنین مفخم', ' فریدون شهبازیان']",https://static.cdn.asset.filimo.com/flmt/mov_5062_1-m.jpg,8411,فیلم
 مخفیگاه,"[' نهال دشتی', ' میلاد معیری', ' شایان فصیح زاده', ' امیر رئیسیان', ' سام دادخواه', ' امیررضا رنجبران', ' روناک پوریادگار', ' علیرضا مهران', ' مهدی امینی', ' لیلا آمره']",0.75,از وقتی یادمه دارم واسه زندگیم رکاب می زنم، بارها زمین خوردم و فهمیدم زمین خوردن یه وقتایی خوبه، اونوقته که می فهمی داری راه رو اشتباه می ری,"['خانوادگی', 'اجتماعی']","[' بنیامین نادعلی', ' یوسف نادعلی', ' هاشم علی اکبری', ' بنیامین نادعلی']",https://static.cdn.asset.filimo.com/flmt/mov_112453_30252-m.jpg,4048,فیلم
 خواب زده ها,"[' اکبر عبدی', ' فرهاد اصلانی', ' ساره بیات', ' صابر ابر', ' شقایق فراهانی', ' ملیکا شریفی نیا']",0.78,مادر فیروز به خواب همه دوستان، آشنایان و کارمندان او می رود و از همین طریق هشدار می دهد که فقط بیست و چهار ساعت بیشتر فرصت ندارد تا رضایت ناز گل مشرقی دختر خدمتکارش را بدست آورد و در غیر این صورت خواهد مرد. فیروز ناز گل را پیدا می کند اما راضی کردن او کار دشواری است.....,['کمدی'],"[' فریدون جیرانی', ' رحمان سیفی آزاد', ' رحمان سیفی آزاد', ' آریا عظیمی نژاد', ' مسعود سلامی']",https://static.cdn.asset.filimo.com/flmt/mov_21663_1-m.jpg,3259,فیلم
 مردن در آب مطهر,"[' علی شادمان', ' ندا جبرائیلی', ' سوگل خلیق', ' علیرضا آرا', ' پیمان مقدمی', ' خیام وقار کاشانی', ' امیررضا رنجبران', ' متین حیدری نیا', ' صدف عسگری']",0.85,«مردن در آب مطهر» فیلمی به کارگردانی و نویسندگی نوید محمودی و تهیه کنندگی جمشید محمودی محصول سال ۱۳۹۸ است. این فیلم در بخش سودای سیمرغ سی و هشتمین دوره جشنواره فیلم فجر حضور دارد. قصه ی چند جوان مهاجر افغان را روایت می کند که قصد رفتن به اروپا را دارند. رونا: حامد از دریا نترسی یا از هر چی که بترسی بلای جونت میشه، حامد: نمی ترسم.,"['خانوادگی', 'عاشقانه']","[' نوید محمودی', ' جمشید محمودی', ' نوید محمودی', ' مرتضی غفوری', ' سهند مهدی زاده']",https://static.cdn.asset.filimo.com/flmt/mov_42133_928-m.jpg,20399,فیلم
 خون شد,"[' سعید آقاخانی', ' نسرین مقانلو', ' سیامک صفری', ' لیلا زارع', ' هومن برق نورد', ' اکبر معززی', ' سیامک انصاری', ' مریم عباس زاده', ' اردشیر احمدی']",0.65,,"['خانوادگی', 'اجتماعی']","[' مسعود کیمیایی', ' مسعود کیمیایی', ' جواد نوروزبیگی', ' علیرضا زرین دست', ' ستار اورکی', ' محمدرضا قومی']",https://static.cdn.asset.filimo.com/flmt/mov_92476_779-m.jpg,12588,فیلم
 عروسی مهتاب,"[' رامبد شکرآبی', ' الهام چرخنده', ' شیوا خسرومهر', ' شهاب عسگری', ' نادیا دلدارگلچین', ' ثریا حکمت', ' زهره حمیدی', ' علی رامز']",0.77,,"['خانوادگی', 'اجتماعی']","[' خسرو ملکان', ' خسرو ملکان', ' جمشید الوندی', ' خسرو ملکان']",https://static.cdn.asset.filimo.com/flmt/mov_6118_1-m.jpg,267,فیلم
 مات,"[' ژاله بلمه', ' عقیل بهرامی', ' میثم کریم پور', ' مینو ملکی', ' نیما کاظمی', ' رامیار مشایی']",0.68,چند خانواده شهرستانی برای رسیدن به شرایط آرمانى و زندگی ایده ال به تهران نقل مكان می كنند و از همان بدو ورود دچار درگیری و چالشهای اخلاقی می شوند...,"['خانوادگی', 'اجتماعی']","[' صبا کاظمی', ' صبا کاظمی', ' مهدی رنجبر', ' صبا کاظمی', ' میلاد نیازی', ' حمیدرضا علوی']",https://static.cdn.asset.filimo.com/flmt/mov_15839_24792-m.jpg,1126,فیلم
